"provider"	"name"	"street"	"city"	"state"	"zip"	"country"	"latitude"	"longitude"	"categories"	"phone"	"hours_monday"	"hours_tuesday"	"hours_wednesday"	"hours_thursday"	"hours_friday"	"hours_saturday"	"hours_sunday"	"name_score"	"distance"	"index"	"score.name_score"	"score.distance_score"	"score.phone_score"	"score.category_score"	"score.sum_score"	"score.matching"
"Facebook"	"Purrfect Auto Service S. Fort Apache Rd."	"4295 S. Fort Apache Rd."	"Las Vegas"	"NV"	"89147"	"United States"	"36.1113799"	"-115.29745"	"Oil Lube & Filter Service, Automotive Parts Store, Automotive Repair Shop"	"7022207410"	"08:00-18:00"	"08:00-18:00"	"08:00-18:00"	"08:00-18:00"	"08:00-18:00"	"08:00-18:00"	"09:00-18:00"	 71	8.339276e+00	397	35.5	20	10	20	 85.5	MATCHED
"Yelp"	"Purrfect Auto Service"	"4295 S Fort Apache Rd, Ste 100"	"Las Vegas"	"NV"	"89147"	""	"36.1114488"	"-115.2974864"	"Smog Check Stations, Oil Change Stations, Auto Repair, Automotive"	"7022207410, +17022207410"	"8:0-18:0"	"8:0-18:0"	"8:0-18:0"	"8:0-18:0"	"8:0-18:0"	"8:0-18:0"	"8:0-18:0"	  0	0.000000e+00	397	 0.0	 0	 0	 0	  0.0	
"Google"	"South Pacific Take Out Service"	"1002 Dovercourt Rd"	"Toronto"	"ON"	"M6H"	"Canada"	"43.6675061"	"-79.4320076"	"localservices, localservices, restaurants"	"+14165346393"	"12:00 – 9:00 PM"	"Closed"	"12:00 – 9:00 PM"	"12:00 – 9:00 PM"	"12:00 – 9:00 PM"	"4:00 – 9:00 PM"	"4:00 – 9:00 PM"	 60	4.769470e+00	398	30.0	20	10	20	 80.0	MATCHED
"Facebook"	"South Pacific Take Out Service"	"1002 Dovercourt Rd"	"Toronto"	"ON"	"M6H 2X8"	"Canada"	"43.66749"	"-79.43202"	"Chinese Restaurant"	"14165346393"	""	""	""	""	""	""	""	 60	3.613689e+00	398	30.0	20	 0	20	 70.0	MATCHED
"Yelp"	"South Pacific"	"1002 Dovercourt Road"	"Toronto"	"ON"	"M6H 2X8"	""	"43.6674942"	"-79.4320645"	"Restaurants, Food, Chinese"	"4165346393, +14165346393"	"12:0-21:0"	"15:0-23:30"	"12:0-21:0"	"12:0-21:0"	"12:0-21:0"	"16:0-21:0"	"12:0-21:0"	  0	0.000000e+00	398	 0.0	 0	 0	 0	  0.0	
"Google"	"Ori’Zaba’s Scratch Mexican Grill at Downtown Summerlin"	"11015 Sage Park Dr"	"Las Vegas"	"NV"	"89135"	"USA"	"36.1481479"	"-115.3338948"	"restaurants"	"+17029014333"	"10:30 AM – 9:00 PM"	"10:30 AM – 9:00 PM"	"10:30 AM – 9:00 PM"	"10:30 AM – 9:00 PM"	"10:30 AM – 9:00 PM"	"10:30 AM – 9:00 PM"	"11:00 AM – 8:00 PM"	 64	2.928596e+01	410	32.0	10	10	20	 72.0	MATCHED
"Facebook"	"Ori’Zaba's Scratch Mexican Grill"	"11015 Sage Park Dr"	"Las Vegas"	"NV"	"89135"	"United States"	"36.1481651"	"-115.3340595"	"Mexican Restaurant"	"7029014333"	"10:30-21:00"	"10:30-21:00"	"10:30-21:00"	"10:30-21:00"	"10:30-21:00"	"10:30-21:00"	"11:00-20:00"	 86	4.293141e+01	410	43.0	 2	10	20	 75.0	MATCHED
"Yelp"	"Ori'Zaba's Scratch Mexican Grill"	"11015 Sage Park Dr, Ste 120"	"Las Vegas"	"NV"	"89135"	""	"36.1482461131"	"-115.333592556"	"Vegetarian, Restaurants, Mexican, Gluten-Free"	"7029014333, +17029014333"	"10:30-21:0"	"10:30-21:0"	"10:30-21:0"	"10:30-21:0"	"10:30-21:0"	"10:30-21:0"	"10:30-21:0"	  0	0.000000e+00	410	 0.0	 0	 0	 0	  0.0	
"Google"	"Little London Barber Shop"	"391 Donlands Ave"	"East York"	"ON"	"M4J"	"Canada"	"43.693667"	"-79.3425141"	"beautysvc, beautysvc, health"	"+14164293768"	"Closed"	"9:30 AM – 7:00 PM"	"9:30 AM – 8:00 PM"	"9:30 AM – 8:00 PM"	"9:30 AM – 8:00 PM"	"9:30 AM – 6:00 PM"	"10:00 AM – 5:00 PM"	100	1.904498e+01	415	50.0	15	10	20	 95.0	MATCHED
"Facebook"	"Little London Barbershop"	"391 Donlands AVe"	"Toronto"	"ON"	"M4J 3S2"	"Canada"	"43.69366"	"-79.34245"	"Barber Shop"	"164293768"	"09:30-19:00"	"09:30-19:30"	"09:30-19:30"	"09:30-19:30"	"09:30-17:30"	"10:00-16:30"	"NA-NA"	 82	2.386916e+01	415	41.0	10	 0	20	 71.0	MATCHED
"Yelp"	"Little London Barber Shop"	"391 Donlands Avenue"	"Toronto"	"ON"	"M4J 3S2"	""	"43.6937622"	"-79.3427107"	"Barbers, Beauty & Spas, Hair Salons"	"4164293768, +14164293768"	"10:0-19:30"	"9:30-19:30"	"9:30-19:30"	"9:30-19:30"	"9:30-19:30"	"9:30-17:30"	"10:0-19:30"	  0	0.000000e+00	415	 0.0	 0	 0	 0	  0.0	
"Google"	"Hyde Park Prime Steakhouse"	"247 N Shore Dr"	"Pittsburgh"	"PA"	"15212"	"USA"	"40.446287"	"-80.008317"	"nightlife, restaurants"	"+14122224014"	"4:30 – 10:00 PM"	"4:30 – 10:00 PM"	"4:30 – 10:00 PM"	"4:30 – 10:00 PM"	"4:30 – 11:00 PM"	"4:30 – 11:00 PM"	"4:00 – 9:00 PM"	100	1.291786e+01	422	50.0	15	10	20	 95.0	MATCHED
"Facebook"	"Hyde Park Prime Steakhouse - Pittsburgh"	"247 N Shore Dr"	"Pittsburgh"	"PA"	"15212"	"United States"	"40.44624"	"-80.00821"	"Steakhouse, American Restaurant"	"4122224014"	"16:30-21:30"	"16:30-21:30"	"16:30-21:30"	"16:30-21:30"	"16:30-22:30"	"17:00-22:30"	"16:00-21:00"	 83	9.201582e+00	422	41.5	20	10	20	 91.5	MATCHED
"Yelp"	"Hyde Park Prime Steakhouse"	"247 N Shore Dr"	"Pittsburgh"	"PA"	"15212"	""	"40.446175"	"-80.0082771"	"Restaurants, Steakhouses"	"4122224014, +14122224014"	"16:30-22:0"	"16:30-22:0"	"16:30-22:0"	"16:30-22:0"	"16:30-23:0"	"16:30-23:0"	"16:30-22:0"	  0	0.000000e+00	422	 0.0	 0	 0	 0	  0.0	
"Google"	"Izba"	"648 The Queensway"	"Etobicoke"	"ON"	"M8Y"	"Canada"	"43.6276087"	"-79.4975775"	"restaurants"	"+14162517177"	"11:00 AM – 11:00 PM"	"11:00 AM – 11:00 PM"	"11:00 AM – 11:00 PM"	"11:00 AM – 11:00 PM"	"11:00 AM – 11:00 PM"	"11:00 AM – 11:00 PM"	"11:00 AM – 11:00 PM"	 42	2.373714e+00	425	21.0	20	10	20	 71.0	MATCHED
"Facebook"	"Izba Restaurant"	"648 The Queensway"	"Toronto"	"ON"	"M8Y1K7"	"Canada"	"43.6277"	"-79.4976499"	"Polish Restaurant, Event Planner, Caterer"	"162517177"	"12:00-23:00"	"12:00-23:00"	"12:00-23:00"	"12:00-23:00"	"12:00-23:00"	"12:00-23:00"	"12:00-23:00"	100	1.132920e+01	425	50.0	15	 0	20	 85.0	MATCHED
"Yelp"	"Izba Restaurant"	"648 The Queensway"	"Etobicoke"	"ON"	"M8Y 1K7"	""	"43.6276238"	"-79.4975567"	"Polish, Mediterranean, Restaurants, Ukrainian, Modern European, Hungarian"	"4162517177, +14162517177"	"11:0-23:0"	"11:0-23:0"	"11:0-23:0"	"11:0-23:0"	"11:0-23:0"	"11:0-23:0"	"11:0-23:0"	  0	0.000000e+00	425	 0.0	 0	 0	 0	  0.0	
"Google"	"Pure + Simple King West"	"725 King St W"	"Toronto"	"ON"	"M5V"	"Canada"	"43.6433622"	"-79.4045494"	"beautysvc, beautysvc, beautysvc"	"+14163668558"	"11:00 AM – 7:00 PM"	"10:00 AM – 9:00 PM"	"10:00 AM – 9:00 PM"	"10:00 AM – 9:00 PM"	"10:00 AM – 9:00 PM"	"10:00 AM – 6:00 PM"	"10:00 AM – 6:00 PM"	 69	1.628470e+01	428	34.5	15	10	20	 79.5	MATCHED
"Facebook"	"Pure + simple King West"	"725 King Street West"	"Toronto"	"ON"	"M5V2W9"	"Canada"	"43.64326"	"-79.40468"	"Cosmetics Store, Skin Care Service, Health Spa"	"163668558"	"11:00-19:00"	"10:00-21:00"	"10:00-21:00"	"10:00-21:00"	"10:00-21:00"	"10:00-18:00"	"10:00-18:00"	 69	5.111671e+00	428	34.5	20	 0	20	 74.5	MATCHED
"Yelp"	"Pure + Simple"	"725 King Street W"	"Toronto"	"ON"	"M5V 2W9"	""	"43.6432914"	"-79.4047263"	"Day Spas, Beauty & Spas, Cosmetics & Beauty Supply, Skin Care, Shopping, Hair Removal"	"4163668558, +14163668558"	"11:0-19:0"	"10:0-21:0"	"10:0-21:0"	"10:0-21:0"	"10:0-21:0"	"10:0-18:0"	"11:0-19:0"	  0	0.000000e+00	428	 0.0	 0	 0	 0	  0.0	
"Google"	"Office Bar"	"4608 Paradise Rd"	"Las Vegas"	"NV"	"89169"	"USA"	"36.1060193"	"-115.1510758"	"nightlife"	"+17027377756"	"Open 24 hours"	"Open 24 hours"	"Open 24 hours"	"Open 24 hours"	"Open 24 hours"	"Open 24 hours"	"Open 24 hours"	 91	1.867498e+00	429	45.5	20	10	20	 95.5	MATCHED
"Facebook"	"Office Bar and Liquors"	"4608 Paradise Rd"	"Las Vegas"	"NV"	"89169"	"United States"	"36.106051921967"	"-115.15108231426"	"Pub, Wine, Beer & Spirits Store, Pool & Billiard Hall"	"7027377756"	""	""	""	""	""	""	""	 71	1.978204e+00	429	35.5	20	10	20	 85.5	MATCHED
"Yelp"	"Office Bar I"	"4608 Paradise Rd"	"Las Vegas"	"NV"	"89109"	""	"36.1060359"	"-115.1510728"	"Bars, Beer, Wine & Spirits, Food, Nightlife"	"7027377756, +17027377756"	"0:0-0:0"	"0:0-0:0"	"0:0-0:0"	"0:0-0:0"	"0:0-0:0"	"0:0-0:0"	"0:0-0:0"	  0	0.000000e+00	429	 0.0	 0	 0	 0	  0.0	
"Google"	"Upshift"	"836 E Johnson St"	"Madison"	"WI"	"53703"	"USA"	"43.0840765"	"-89.3769677"	"shopping, shopping"	"+16086289525"	"Closed"	"Closed"	"Closed"	"12:00 – 6:00 PM"	"12:00 – 6:00 PM"	"10:00 AM – 4:00 PM"	"10:00 AM – 4:00 PM"	100	1.118465e+01	433	50.0	15	10	20	 95.0	MATCHED
"Facebook"	"UpShift Swap Shop"	"836 E Johnson St"	"Madison"	"WI"	"53703"	"United States"	"43.08417"	"-89.37711"	"Women's Clothing Store, Design & Fashion"	"6086289525"	"12:00-19:00"	"12:00-19:00"	"10:00-16:00"	"10:00-16:00"	"NA-NA"	"NA-NA"	"NA-NA"	 58	4.593898e+00	433	29.0	20	10	20	 79.0	MATCHED
"Yelp"	"Upshift"	"836 E Johnson St"	"Madison"	"WI"	"53703"	""	"43.0841512"	"-89.3770597"	"Shopping, Fashion, Shoe Stores, Used, Vintage & Consignment, Women's Clothing"	"6086289525, +16086289525"	"12:0-19:0"	"12:0-19:0"	"12:0-19:0"	"12:0-19:0"	"12:0-19:0"	"10:0-16:0"	"12:0-19:0"	  0	0.000000e+00	433	 0.0	 0	 0	 0	  0.0	
"Google"	"Danish Pastry Shop"	"1017 Pape Ave"	"East York"	"ON"	"M4K"	"Canada"	"43.688265"	"-79.348164"	"food, shopping"	"+14164258877"	"9:00 AM – 6:00 PM"	"9:00 AM – 6:00 PM"	"9:00 AM – 6:00 PM"	"9:00 AM – 6:00 PM"	"9:00 AM – 7:00 PM"	"9:00 AM – 5:30 PM"	"9:00 AM – 5:00 PM"	100	5.076136e+00	435	50.0	20	10	20	100.0	MATCHED
"Facebook"	"Hansen's Danish Pastry Shop"	"1017 Pape Ave."	"Toronto"	"ON"	"M4K 3V8"	"Canada"	"43.68827"	"-79.34799"	"Bakery, Grocery Store, Restaurant"	"164258877"	"09:00-18:00"	"09:00-18:00"	"09:00-18:00"	"09:00-18:00"	"09:00-19:00"	"09:00-17:30"	"09:00-17:00"	 80	1.895135e+01	435	40.0	15	 0	20	 75.0	MATCHED
"Yelp"	"Danish Pastry Shop"	"1017 Pape Avenue"	"East York"	"ON"	"M4K 3V8"	""	"43.6882757"	"-79.3482253"	"Bakeries, Food"	"4164258877, +14164258877"	"9:0-18:0"	"9:0-18:0"	"9:0-18:0"	"9:0-18:0"	"9:0-19:0"	"9:0-17:30"	"9:0-18:0"	  0	0.000000e+00	435	 0.0	 0	 0	 0	  0.0	
"Google"	"Carl's Jr."	"4815 Spring Mountain Rd"	"Las Vegas"	"NV"	"89102"	"USA"	"36.12601"	"-115.2070135"	"localservices, restaurants"	"+17028718974"	"6:00 AM – 10:00 PM"	"6:00 AM – 10:00 PM"	"6:00 AM – 10:00 PM"	"6:00 AM – 10:00 PM"	"6:00 AM – 10:00 PM"	"6:00 AM – 10:00 PM"	"6:00 AM – 10:00 PM"	 60	2.607542e-01	442	30.0	20	10	20	 80.0	MATCHED
"Facebook"	"Carl's Jr."	"4815 SPRING MOUNTAIN ROAD"	"Las Vegas"	"NV"	"89102-8717"	"United States"	"36.1261451"	"-115.2070617"	"Burger Restaurant"	"7028718974"	""	""	""	""	""	""	""	 60	1.558108e+01	442	30.0	15	10	20	 75.0	MATCHED
"Yelp"	"Carl's Jr Restaurants"	"4815 Spring Mountain Rd"	"Las Vegas"	"NV"	"89102"	""	"36.12601"	"-115.2070164"	"Burgers, Restaurants, Fast Food"	"7028718974, +17028718974"	"9:0-8:30"	"9:0-8:30"	"9:0-8:30"	"9:0-8:30"	"9:0-8:30"	"9:0-8:30"	"9:0-8:30"	  0	0.000000e+00	442	 0.0	 0	 0	 0	  0.0	
"Google"	"Balzac's Market Street"	"10 Market St"	"Toronto"	"ON"	"M5E"	"Canada"	"43.648381"	"-79.372023"	"restaurants, shopping"	"+14163684949"	"7:00 AM – 7:00 PM"	"7:00 AM – 7:00 PM"	"7:00 AM – 7:00 PM"	"7:00 AM – 8:00 PM"	"7:00 AM – 8:00 PM"	"7:00 AM – 8:00 PM"	"8:00 AM – 7:00 PM"	 53	5.415774e+00	454	26.5	20	10	20	 76.5	MATCHED
"Facebook"	"Balzac's Coffee"	"10 Market Street"	"Toronto"	"ON"	"M5E 1M6"	"Canada"	"43.648416650002"	"-79.372020559998"	"Coffee Shop"	"4163684949"	"07:00-19:00"	"07:00-19:00"	"07:00-19:00"	"07:00-20:00"	"07:00-20:00"	"07:00-20:00"	"08:00-19:00"	 79	5.350144e+00	454	39.5	20	10	20	 89.5	MATCHED
"Yelp"	"Balzacs Coffee Roastery"	"10 Market Street"	"Toronto"	"ON"	"M5E"	""	"43.6483974"	"-79.3719597"	"Food, Coffee Roasteries, Restaurants, Cafes"	"4163684949, +14163684949"	"7:0-20:0"	"7:0-20:0"	"7:0-20:0"	"7:0-20:0"	"7:0-20:0"	"7:0-20:0"	"7:0-20:0"	  0	0.000000e+00	454	 0.0	 0	 0	 0	  0.0	
"Google"	"Target Optical"	"12830 Walker Branch Rd Drive"	"Charlotte"	"NC"	"28273"	"USA"	"35.1004659"	"-80.9851406"	"shopping, health"	"+17045830341"	"10:00 AM – 8:00 PM"	"10:00 AM – 8:00 PM"	"10:00 AM – 8:00 PM"	"10:00 AM – 8:00 PM"	"10:00 AM – 8:00 PM"	"8:00 AM – 7:00 PM"	"12:00 – 5:00 PM"	100	9.519927e+00	473	50.0	20	10	20	100.0	MATCHED
"Facebook"	"Target Charlotte SW"	"12830 Walker Branch Dr"	"Charlotte"	"NC"	"28273"	"United States"	"35.100354576896"	"-80.985068355683"	"Furniture Store, Grocery Store"	"7045832601"	"08:00-21:00"	"08:00-23:00"	"08:00-23:00"	"08:00-23:00"	"08:00-23:00"	"08:00-23:00"	"08:00-23:00"	 61	8.417253e+00	473	30.5	20	 0	20	 70.5	MATCHED
"Yelp"	"Target Optical"	"12830 Walker Branch Dr"	"Charlotte"	"NC"	"28273"	""	"35.100428111"	"-80.9850468307"	"Health & Medical, Eyewear & Opticians, Optometrists, Shopping"	"7045830341, +17045830341"	"10:0-20:0"	"10:0-20:0"	"10:0-20:0"	"10:0-20:0"	"10:0-20:0"	"8:0-19:0"	"10:0-20:0"	  0	0.000000e+00	473	 0.0	 0	 0	 0	  0.0	
"Google"	"St-Viateur Bagel & Café Monkland"	"5629 Av de Monkland"	"Montréal"	"QC"	"H4A"	"Canada"	"45.475373"	"-73.6232364"	"restaurants, food, shopping"	"+15144878051"	"6:30 AM – 3:00 PM"	"6:30 AM – 3:00 PM"	"6:30 AM – 3:00 PM"	"6:30 AM – 3:00 PM"	"6:30 AM – 3:00 PM"	"6:30 AM – 4:00 PM"	"6:30 AM – 4:00 PM"	 82	1.001875e-01	476	41.0	20	10	20	 91.0	MATCHED
"Facebook"	"St-Viateur Bagel & Café Monkland"	"5629 Monkland Av"	"Montreal"	"QC"	"H4A1E2"	"Canada"	"45.47536"	"-73.62341"	"Breakfast & Brunch Restaurant, Bakery, Coffee Shop"	"1(5144878051"	"06:30-15:00"	"06:30-15:00"	"06:30-15:00"	"06:30-15:00"	"06:30-15:00"	"06:30-16:00"	"06:30-16:00"	 82	1.361782e+01	476	41.0	15	 0	20	 76.0	MATCHED
"Yelp"	"St-Viateur Bagel & Café"	"5629 ave Monkland"	"Montréal"	"QC"	"H4A 1E2"	""	"45.4753721"	"-73.6232364"	"Restaurants, Breakfast & Brunch"	"5144878051, +15144878051"	"6:30-18:0"	"6:30-20:0"	"6:30-20:0"	"6:30-20:0"	"6:30-20:0"	"6:30-20:0"	"6:30-18:0"	  0	0.000000e+00	476	 0.0	 0	 0	 0	  0.0	
"Google"	"ampm"	"1619 S Las Vegas Blvd"	"Las Vegas"	"NV"	"89104"	"USA"	"36.151513"	"-115.151745"	"food, financialservices, auto"	"+17023861738"	"Open 24 hours"	"Open 24 hours"	"Open 24 hours"	"Open 24 hours"	"Open 24 hours"	"Open 24 hours"	"Open 24 hours"	 62	1.919895e+01	480	31.0	15	10	20	 76.0	MATCHED
"Facebook"	"ampm"	"1619 Las Vegas Blvd S"	"Las Vegas"	"NV"	"89104"	"United States"	"36.151513"	"-115.151745"	"Gas Station, Convenience Store"	"7023861738"	""	""	""	""	""	""	""	 62	1.919895e+01	480	31.0	15	10	20	 76.0	MATCHED
"Yelp"	"ARCO ampm"	"1619 Las Vegas Blvd"	"Las Vegas"	"NV"	"89104"	""	"36.1514194"	"-115.1519244"	"Gas Stations, Automotive, Convenience Stores, Food"	"7023861738, +17023861738"	"0:0-0:0"	"0:0-0:0"	"0:0-0:0"	"0:0-0:0"	"0:0-0:0"	"0:0-0:0"	"0:0-0:0"	  0	0.000000e+00	480	 0.0	 0	 0	 0	  0.0	
"Google"	"Windermere/Anthem Hills LLC"	"12231 S Eastern Ave # 150"	"Henderson"	"NV"	"89052"	"USA"	"35.9691162"	"-115.1013322"	"realestate"	"+17022121900"	"8:30 AM – 5:30 PM"	"8:30 AM – 5:30 PM"	"8:30 AM – 5:30 PM"	"8:30 AM – 5:30 PM"	"8:30 AM – 5:30 PM"	"10:00 AM – 4:00 PM"	"10:00 AM – 4:00 PM"	 92	1.139986e+01	483	46.0	15	10	20	 91.0	MATCHED
"Facebook"	"Jody Fassette - Windermere Anthem Hills"	"12231 S. Eastern Ave. #150"	"Henderson"	"NV"	"89052"	"United States"	"35.969203702459"	"-115.10157788643"	"Real Estate Agent, Local Service"	"7025016025"	""	""	""	""	""	""	""	 77	1.501501e+01	483	38.5	15	 0	20	 73.5	MATCHED
"Yelp"	"Windermere Anthem Hills"	"12231 S Eastern Ave, Ste 150"	"Henderson"	"NV"	"89052"	""	"35.969196"	"-115.1014115"	"Real Estate Services, Property Management, Home Services, Real Estate, Real Estate Agents"	"7022121900, +17022121900"	"8:30-17:30"	"8:30-17:30"	"8:30-17:30"	"8:30-17:30"	"8:30-17:30"	"10:0-16:0"	"8:30-17:30"	  0	0.000000e+00	483	 0.0	 0	 0	 0	  0.0	
"Google"	"Starbucks"	"1233 Avenue Greene"	"Westmount"	"QC"	"H3Z"	"Canada"	"45.4865993"	"-73.5884608"	"restaurants, shopping"	"+15149326430"	"6:30 AM – 10:00 PM"	"6:30 AM – 10:00 PM"	"6:30 AM – 10:00 PM"	"6:30 AM – 10:00 PM"	"6:30 AM – 10:00 PM"	"7:00 AM – 10:00 PM"	"7:00 AM – 9:00 PM"	100	1.402241e+01	486	50.0	15	10	 0	 75.0	MATCHED
"Facebook"	"Starbucks Greene"	"1233 Avenue Greene"	"Montreal"	"QC"	"H3Z 2A4"	"Canada"	"45.486641068463"	"-73.588415459865"	"Coffee Shop, Shopping District"	"149326430"	"06:30-22:00"	"06:30-22:00"	"06:30-22:00"	"06:30-22:00"	"06:30-22:00"	"07:00-22:00"	"07:00-22:00"	 72	1.497858e+01	486	36.0	15	 0	20	 71.0	MATCHED
"Yelp"	"Starbucks"	"1233 Greene Avenue"	"Westmount"	"QC"	"H3Z 2A4"	""	"45.4865269949"	"-73.5883136736"	"Food, Coffee & Tea"	"5149326430, +15149326430"	"6:30-22:0"	"6:30-22:0"	"6:30-22:0"	"6:30-22:0"	"6:30-22:0"	"7:0-22:0"	"6:30-22:0"	  0	0.000000e+00	486	 0.0	 0	 0	 0	  0.0	
"Google"	"L'ENTRE-POTS Café Traiteur"	"1995 Rue Masson"	"Montréal"	"QC"	"H2H"	"Canada"	"45.5389022"	"-73.5825691"	"restaurants, restaurants, nightlife"	"+15145072212"	"9:00 AM – 4:00 PM"	"9:00 AM – 4:00 PM"	"9:00 AM – 4:00 PM"	"9:00 AM – 4:00 PM"	"9:00 AM – 4:00 PM"	"9:00 AM – 4:00 PM"	"9:00 AM – 4:00 PM"	 65	1.367541e+01	490	32.5	15	10	20	 77.5	MATCHED
"Facebook"	"L'Entre-Pots"	"1995 Masson"	"Montreal"	"QC"	"H2H 1A5"	"Canada"	"45.538923985"	"-73.58257637"	"Coffee Shop"	"145072212"	"08:00-16:00"	"08:00-16:00"	"08:00-16:00"	"08:00-16:00"	"08:00-16:00"	"09:00-16:00"	"09:00-16:00"	100	1.459849e+01	490	50.0	15	 0	20	 85.0	MATCHED
"Yelp"	"L'Entre-Pots"	"1995 Masson Rue"	"Montréal"	"QC"	"H2H 1A2"	""	"45.538894"	"-73.5823941"	"Coffee & Tea, American (Traditional), Breakfast & Brunch, Restaurants, Food"	"5145072212, +15145072212"	"9:0-16:0"	"9:0-16:0"	"9:0-16:0"	"9:0-16:0"	"9:0-16:0"	"9:0-16:0"	"9:0-16:0"	  0	0.000000e+00	490	 0.0	 0	 0	 0	  0.0	
"Google"	"SEPHORA inside JCPenney"	"4485 S Grand Canyon Dr"	"Las Vegas"	"NV"	"89147"	"USA"	"36.108276"	"-115.309543"	"shopping, shopping, health"	"+17028763644"	"10:00 AM – 9:00 PM"	"10:00 AM – 9:00 PM"	"10:00 AM – 9:00 PM"	"10:00 AM – 9:00 PM"	"10:00 AM – 9:00 PM"	"10:00 AM – 9:00 PM"	"11:00 AM – 6:00 PM"	 47	5.098598e+00	499	23.5	20	10	20	 73.5	MATCHED
"Facebook"	"SEPHORA inside JCPenney"	"4485 S Grand Canyon Dr"	"Las Vegas"	"NV"	"89147"	"United States"	"36.108244823548"	"-115.30958175659"	"Cosmetics Store, Beauty Supply Store, Makeup Artist"	"7028763644"	"10:00-21:00"	"10:00-21:00"	"10:00-21:00"	"10:00-21:00"	"10:00-21:00"	"10:00-21:00"	"11:00-18:00"	 47	3.149246e+00	499	23.5	20	10	20	 73.5	MATCHED
"Yelp"	"Sephora"	"4485 S Grand Canyon Dr"	"Las Vegas"	"NV"	"89147"	""	"36.1082694"	"-115.3095991"	"Cosmetics & Beauty Supply, Beauty & Spas, Shopping"	"7028763644, +17028763644"	"10:0-21:0"	"10:0-21:0"	"10:0-21:0"	"10:0-21:0"	"10:0-21:0"	"10:0-21:0"	"10:0-21:0"	  0	0.000000e+00	499	 0.0	 0	 0	 0	  0.0	
