"provider"	"name"	"street"	"city"	"state"	"zip"	"country"	"latitude"	"longitude"	"categories"	"phone"	"hours_monday"	"hours_tuesday"	"hours_wednesday"	"hours_thursday"	"hours_friday"	"hours_saturday"	"hours_sunday"	"name_score"	"distance"	"index"	"score.name_score"	"score.distance_score"	"score.phone_score"	"score.category_score"	"score.sum_score"	"score.matching"
"Yelp"	"Coextro"	"1445 Bonhill Road, Unit 9"	"Mississauga"	"ON"	"L5T 1V3"	""	"43.6606244"	"-79.6526918"	"Internet Service Providers, Home Services, Professional Services"	"6476937686, +16476937686"	"9:0-19:0"	"9:0-19:0"	"9:0-19:0"	"9:0-19:0"	"9:0-19:0"	"10:0-18:0"	"9:0-19:0"	  0	0.000000e+00	295	 0.0	 0	 0	 0	  0.0	
"Google"	"Ella's Uncle"	"916 Dundas St W"	"Toronto"	"ON"	"M6J"	"Canada"	"43.6510771"	"-79.4125794"	"restaurants"	"+14167038881"	"7:00 AM – 6:00 PM"	"7:00 AM – 6:00 PM"	"7:00 AM – 6:00 PM"	"7:00 AM – 6:00 PM"	"7:00 AM – 6:00 PM"	"8:00 AM – 6:00 PM"	"8:00 AM – 6:00 PM"	100	1.127644e+00	301	50.0	20	10	 0	 80.0	MATCHED
"Facebook"	"Ella's Uncle"	"916 Dundas Street West (at Bellwoods) Toronto, Ontario   M6J 1W1"	"Toronto"	"ON"	"M4M 1R3"	"Canada"	"43.65108"	"-79.41253"	"Coffee Shop"	"167038881"	"07:00-18:00"	"07:00-18:00"	"07:00-18:00"	"07:00-18:00"	"07:00-18:00"	"09:00-18:00"	"09:00-18:00"	100	5.116809e+00	301	50.0	20	 0	20	 90.0	MATCHED
"Yelp"	"Ella's Uncle"	"916 Dundas St W"	"Toronto"	"ON"	"M6J 1W1"	""	"43.6510771"	"-79.4125934"	"Food, Bakeries, Coffee & Tea"	"4167038881, +14167038881"	"7:0-18:0"	"7:0-18:0"	"7:0-18:0"	"7:0-18:0"	"7:0-18:0"	"9:0-18:0"	"7:0-18:0"	  0	0.000000e+00	301	 0.0	 0	 0	 0	  0.0	
"Google"	"St. Louis Bar & Grill"	"55 Town Centre Court #101"	"Scarborough"	"ON"	"M1P"	"Canada"	"43.7741462"	"-79.2537815"	"nightlife, restaurants"	"+14168499418"	"11:00 AM – 1:00 AM"	"11:00 AM – 1:00 AM"	"11:00 AM – 1:00 AM"	"11:00 AM – 1:00 AM"	"11:00 AM – 2:00 AM"	"11:00 AM – 2:00 AM"	"11:00 AM – 1:00 AM"	100	4.228273e+01	302	50.0	 2	10	20	 82.0	MATCHED
"Facebook"	"St. Louis Bar & Grill"	"55 Town Centre Court - Unit 101"	"Toronto"	"ON"	"M1P 4X4"	"Canada"	"43.7739"	"-79.25415"	"Sports Bar, Canadian Restaurant, Bar & Grill"	"14168499418"	"11:00-01:00"	"11:00-01:00"	"11:00-01:00"	"11:00-01:00"	"11:00-02:00"	"11:00-02:00"	"11:00-01:00"	100	2.493827e+00	302	50.0	20	 0	20	 90.0	MATCHED
"Yelp"	"St. Louis Bar & Grill"	"55 Town Centre Court, Unit 101"	"Scarborough"	"ON"	"M1P 4X4"	""	"43.7738991"	"-79.254181"	"Nightlife, Sports Bars, Bars, Chicken Wings, American (Traditional), Restaurants"	"4168499418, +14168499418"	"11:0-1:0"	"11:0-1:0"	"11:0-1:0"	"11:0-1:0"	"11:0-2:0"	"11:0-2:0"	"11:0-1:0"	  0	0.000000e+00	302	 0.0	 0	 0	 0	  0.0	
"Google"	"Yoga Sangha"	"700 Rue Saint Antoine E #110"	"Montréal"	"QC"	"H2Y"	"Canada"	"45.5124214"	"-73.5531614"	"active, health"	"+15144991726"	"9:30 AM – 9:30 PM"	"9:30 AM – 9:30 PM"	"9:30 AM – 9:30 PM"	"9:30 AM – 9:30 PM"	"9:30 AM – 9:30 PM"	"9:30 AM – 7:00 PM"	"9:30 AM – 8:00 PM"	100	1.776173e+01	309	50.0	15	10	20	 95.0	MATCHED
"Facebook"	"Yoga Sangha"	"700 Saint-Antoine E."	"Montreal"	"QC"	"H2Y 1A6"	"Canada"	"45.512467109933"	"-73.55331659317"	"Yoga Studio"	"144991726"	"09:30-20:30"	"07:15-20:30"	"09:30-20:30"	"07:30-20:30"	"09:30-20:30"	"08:30-17:30"	"09:30-19:30"	100	9.235193e+00	309	50.0	20	 0	 0	 70.0	MATCHED
"Yelp"	"Yoga Sangha"	"700 Rue Saint-Antoine E"	"Montréal"	"QC"	"H2Y 1A6"	""	"45.5125490436"	"-73.5532980183"	"Yoga, Active Life, Fitness & Instruction"	"5144991726, +15144991726"	"9:30-20:30"	"9:30-20:30"	"9:30-20:30"	"9:30-20:30"	"9:30-20:30"	"9:30-18:30"	"9:30-20:30"	  0	0.000000e+00	309	 0.0	 0	 0	 0	  0.0	
"Google"	"3 Amigos"	"1621 Rue Saint-Denis"	"Montréal"	"QC"	"H2X"	"Canada"	"45.515026"	"-73.562918"	"restaurants"	"+15149876868"	"11:00 AM – 11:30 PM"	"11:00 AM – 11:30 PM"	"11:00 AM – 12:00 AM"	"11:00 AM – 12:00 AM"	"11:00 AM – 1:00 AM"	"12:00 PM – 1:00 AM"	"12:00 – 11:30 PM"	100	3.339585e-01	334	50.0	20	10	20	100.0	MATCHED
"Facebook"	"Les 3 Amigos!"	"1621, rue Saint-Denis"	"Montreal"	"QC"	"H2X 3K3"	"Canada"	"45.515087924"	"-73.563052796"	"Tex-Mex Restaurant"		""	""	""	""	""	""	""	 80	1.239286e+01	334	40.0	15	 0	20	 75.0	MATCHED
"Yelp"	"3 Amigos"	"1621 Rue Saint-Denis"	"Montréal"	"QC"	"H2X 3K3"	""	"45.515029"	"-73.562918"	"Mexican, Restaurants, Tex-Mex"	"5149876868, +15149876868"	"11:0-23:30"	"11:0-23:30"	"11:0-0:0"	"11:0-0:0"	"11:0-1:0"	"12:0-1:0"	"11:0-23:30"	  0	0.000000e+00	334	 0.0	 0	 0	 0	  0.0	
"Google"	"Eden Trattoria"	"58 Marine Parade Dr"	"Etobicoke"	"ON"	"M8V"	"Canada"	"43.6272928"	"-79.4768004"	"restaurants"	"+14162555588"	"8:00 AM – 11:00 PM"	"8:00 AM – 11:00 PM"	"8:00 AM – 11:00 PM"	"8:00 AM – 11:00 PM"	"8:00 AM – 12:00 AM"	"8:00 AM – 12:00 AM"	"8:00 AM – 11:00 PM"	100	5.270251e+00	360	50.0	20	10	20	100.0	MATCHED
"Facebook"	"EDEN Trattoria"	"58 Marine Parade Drive"	"Toronto"	"ON"	"M8V 4G1"	"Canada"	"43.62707323576"	"-79.476953496271"	"Italian Restaurant"	"162555588"	""	""	""	""	""	""	""	100	2.655715e+01	360	50.0	10	 0	20	 80.0	MATCHED
"Yelp"	"Eden Trattoria"	"58 Marine Parade Drive"	"Etobicoke"	"ON"	"M8V 4G1"	""	"43.6273029"	"-79.4768643"	"Italian, Restaurants, Pizza, Tapas Bars"	"4162555588, +14162555588"	"8:0-23:0"	"8:0-23:0"	"8:0-23:0"	"8:0-23:0"	"8:0-0:0"	"8:0-0:0"	"8:0-23:0"	  0	0.000000e+00	360	 0.0	 0	 0	 0	  0.0	
"Google"	"Structube"	"111 Avenue Rd"	"Toronto"	"ON"	"M5R"	"Canada"	"43.6732741"	"-79.3958081"	"shopping, shopping, shopping"	"+14169278252"	"10:00 AM – 9:00 PM"	"10:00 AM – 9:00 PM"	"10:00 AM – 9:00 PM"	"10:00 AM – 9:00 PM"	"10:00 AM – 9:00 PM"	"10:00 AM – 6:00 PM"	"10:00 AM – 5:00 PM"	100	3.151538e+01	366	50.0	 5	10	20	 85.0	MATCHED
"Facebook"	"Structube"	"111 Avenue Road"	"Toronto"	"ON"	"M5R 3J8"	"Canada"	"43.673270909916"	"-79.395774006844"	"Furniture Store"	"14169278252"	"10:00-21:00"	"10:00-21:00"	"10:00-21:00"	"10:00-21:00"	"10:00-21:00"	"10:00-18:00"	"10:00-17:00"	100	2.877991e+01	366	50.0	10	 0	20	 80.0	MATCHED
"Yelp"	"Structube"	"111 Avenue Rd"	"Toronto"	"ON"	"M5R 3J8"	""	"43.6731972"	"-79.3954314"	"Shopping, Home & Garden, Office Equipment, Furniture Stores"	"4169278252, +14169278252"	"10:0-18:0"	"10:0-18:0"	"10:0-18:0"	"10:0-21:0"	"10:0-21:0"	"10:0-18:0"	"10:0-18:0"	  0	0.000000e+00	366	 0.0	 0	 0	 0	  0.0	
"Google"	"Cyclops Cafe"	"567 Lincoln Ave"	"Bellevue"	"PA"	"15202"	"USA"	"40.4964963"	"-80.0578949"	"restaurants, shopping"	"+14129969168"	"7:00 AM – 7:00 PM"	"7:00 AM – 9:00 PM"	"7:00 AM – 7:00 PM"	"7:00 AM – 9:00 PM"	"7:00 AM – 6:00 PM"	"9:00 AM – 5:00 PM"	"Closed"	100	1.113195e-02	372	50.0	20	10	 0	 80.0	MATCHED
"Facebook"	"Cyclops Cafe"	"567 Lincoln Avenue"	"Pittsburgh"	"PA"	"15202"	"United States"	"40.49648"	"-80.05792"	"Coffee Shop"	"4125013029"	"07:00-19:00"	"07:00-21:00"	"07:00-19:00"	"07:00-21:00"	"07:00-18:00"	"09:00-17:00"	"NA-NA"	100	2.786905e+00	372	50.0	20	 0	20	 90.0	MATCHED
"Yelp"	"Cyclops Cafe"	"567 Lincoln Ave"	"Bellevue"	"PA"	"15202"	""	"40.4964962"	"-80.0578949"	"Beer, Wine & Spirits, Coffee & Tea, Food"	"4129969168, +14129969168"	"6:30-21:0"	"6:30-21:0"	"6:30-21:0"	"6:30-21:0"	"6:30-21:0"	"9:0-20:0"	"6:30-21:0"	  0	0.000000e+00	372	 0.0	 0	 0	 0	  0.0	
"Google"	"Sophie Sucrée"	"167 Ave des Pins E"	"Montréal"	"QC"	"H2W"	"Canada"	"45.516696"	"-73.5738693"	"food, shopping"	"+15148235865"	"11:00 AM – 6:00 PM"	"11:00 AM – 6:00 PM"	"11:00 AM – 6:00 PM"	"11:00 AM – 6:00 PM"	"11:00 AM – 9:00 PM"	"11:00 AM – 8:00 PM"	"11:00 AM – 6:00 PM"	100	5.949646e-01	378	50.0	20	10	20	100.0	MATCHED
"Facebook"	"Sophie Sucrée"	"167 ave des Pins Est"	"Montreal"	"QC"	"H2W 1N9"	"Canada"	"45.5167743"	"-73.5738459"	"Bakery, Vegetarian/Vegan Restaurant, Tea Room"	"148235865"	"11:00-18:00"	"11:00-18:00"	"11:00-18:00"	"11:00-18:00"	"11:00-21:00"	"11:00-20:00"	"11:00-18:00"	100	9.184505e+00	378	50.0	20	 0	20	 90.0	MATCHED
"Yelp"	"Sophie Sucrée"	"167 Avenue Des Pins E"	"Montréal"	"QC"	"H2W 1N9"	""	"45.5166927"	"-73.5738633"	"Restaurants, Bakeries, Vegan, Food, Desserts, Tea Rooms"	"5148235865, +15148235865"	"11:0-18:0"	"11:0-18:0"	"11:0-18:0"	"10:0-18:0"	"11:0-21:0"	"11:0-20:0"	"11:0-18:0"	  0	0.000000e+00	378	 0.0	 0	 0	 0	  0.0	
"Google"	"Huh Ga Ne"	"19 Finch Ave W"	"North York"	"ON"	"M2N"	"Canada"	"43.7791694"	"-79.4172467"	"restaurants"	"+14169011288"	"Open 24 hours"	"Open 24 hours"	"Open 24 hours"	"Open 24 hours"	"Open 24 hours"	"Open 24 hours"	"Open 24 hours"	100	1.022535e-09	390	50.0	20	10	20	100.0	MATCHED
"Facebook"	"Huh Ga Ne"	"19a Finch Ave West"	"Toronto"	"ON"	"M2N 7K4"	"Canada"	"43.779423773836"	"-79.417358968547"	"Korean Restaurant"	"169011288"	""	""	""	""	""	""	""	100	2.971972e+01	390	50.0	10	 0	20	 80.0	MATCHED
"Yelp"	"Huh Ga Ne"	"19 Finch Avenue W, Unit A"	"Toronto"	"ON"	"M2N 7K4"	""	"43.7791694"	"-79.4172467"	"Restaurants, Korean"	"4169011288, +14169011288"	"0:0-0:0"	"0:0-0:0"	"0:0-0:0"	"0:0-0:0"	"0:0-0:0"	"0:0-0:0"	"0:0-0:0"	  0	0.000000e+00	390	 0.0	 0	 0	 0	  0.0	
"Google"	"Tammy Nails & Spa"	"2305 Queen St E"	"Toronto"	"ON"	"M4E"	"Canada"	"43.6715512"	"-79.2919544"	"beautysvc, beautysvc"	"+14166986068"	"10:00 AM – 7:00 PM"	"10:00 AM – 7:00 PM"	"10:00 AM – 7:00 PM"	"10:00 AM – 7:00 PM"	"10:00 AM – 7:00 PM"	"10:00 AM – 7:00 PM"	"10:00 AM – 5:00 PM"	 97	8.229958e+00	396	48.5	20	10	20	 98.5	MATCHED
"Facebook"	"Tammy Nails & Spa"	"2305 queen st eat ont"	"Toronto"	"ON"		"Canada"	"43.67163"	"-79.29195"	"Nail Salon, Skin Care Service"	"166986068"	""	""	""	""	""	""	""	 97	4.572769e+00	396	48.5	20	 0	20	 88.5	MATCHED
"Yelp"	"Tammy Nail & Spa"	"2305 Queen Street E"	"Toronto"	"ON"	"M4E 1G7"	""	"43.671613"	"-79.2918983"	"Beauty & Spas, Nail Salons"	"4166986068, +14166986068"	"10:0-19:0"	"10:0-19:0"	"10:0-19:0"	"10:0-19:0"	"10:0-19:0"	"10:0-19:0"	"10:0-19:0"	  0	0.000000e+00	396	 0.0	 0	 0	 0	  0.0	
"Google"	"South Pacific Take Out Service"	"1002 Dovercourt Rd"	"Toronto"	"ON"	"M6H"	"Canada"	"43.6675061"	"-79.4320076"	"localservices, localservices, restaurants"	"+14165346393"	"12:00 – 9:00 PM"	"Closed"	"12:00 – 9:00 PM"	"12:00 – 9:00 PM"	"12:00 – 9:00 PM"	"4:00 – 9:00 PM"	"4:00 – 9:00 PM"	 60	4.769470e+00	398	30.0	20	10	20	 80.0	MATCHED
"Facebook"	"South Pacific Take Out Service"	"1002 Dovercourt Rd"	"Toronto"	"ON"	"M6H 2X8"	"Canada"	"43.66749"	"-79.43202"	"Chinese Restaurant"	"14165346393"	""	""	""	""	""	""	""	 60	3.613689e+00	398	30.0	20	 0	20	 70.0	MATCHED
"Yelp"	"South Pacific"	"1002 Dovercourt Road"	"Toronto"	"ON"	"M6H 2X8"	""	"43.6674942"	"-79.4320645"	"Restaurants, Food, Chinese"	"4165346393, +14165346393"	"12:0-21:0"	"15:0-23:30"	"12:0-21:0"	"12:0-21:0"	"12:0-21:0"	"16:0-21:0"	"12:0-21:0"	  0	0.000000e+00	398	 0.0	 0	 0	 0	  0.0	
"Google"	"Timmie Doggie Outfitters"	"867 Queen St W"	"Toronto"	"ON"	"M6J"	"Canada"	"43.6457417"	"-79.4107006"	"pets, shopping"	"+14162036789"	"11:00 AM – 7:00 PM"	"11:00 AM – 7:00 PM"	"11:00 AM – 7:00 PM"	"11:00 AM – 7:00 PM"	"11:00 AM – 7:00 PM"	"10:00 AM – 6:00 PM"	"10:00 AM – 6:00 PM"	100	2.023970e+00	400	50.0	20	10	20	100.0	MATCHED
"Facebook"	"Timmie Doggie Outfitters"	"867 Queen Street West"	"Toronto"	"ON"	"M6J 1G4"	"Canada"	"43.64564"	"-79.41061"	"Pet Store, Pet Groomer, Pet Supplies"		"11:00-19:00"	"11:00-19:00"	"11:00-19:00"	"11:00-19:00"	"11:00-19:00"	"10:00-18:00"	"10:00-18:00"	100	1.378798e+01	400	50.0	15	 0	20	 85.0	MATCHED
"Yelp"	"Timmie Doggie Outfitters"	"867 Queen Street W"	"Toronto"	"ON"	"M6J 1G4"	""	"43.6457528"	"-79.4106807"	"Pets, Pet Services, Pet Stores, Pet Groomers"	"4162036789, +14162036789"	"11:0-19:0"	"11:0-19:0"	"11:0-19:0"	"11:0-19:0"	"11:0-19:0"	"10:0-18:0"	"11:0-19:0"	  0	0.000000e+00	400	 0.0	 0	 0	 0	  0.0	
"Google"	"Dyad"	"80 Rue Prince Arthur E"	"Montréal"	"QC"	"H2X"	"Canada"	"45.5146487"	"-73.5717279"	"active, hotelstravel, shopping"	"+14383809880"	"Closed"	"10:00 AM – 4:00 PM"	"10:00 AM – 4:00 PM"	"10:00 AM – 4:00 PM"	"10:00 AM – 4:00 PM"	"10:00 AM – 4:00 PM"	"Closed"	100	9.923911e-10	403	50.0	20	10	20	100.0	MATCHED
"Facebook"	"Dyad"	"80 rue Prince Arthur Est"	"Montreal"	"QC"	"H2X 1B3"	"Canada"	"45.51458"	"-73.57165"	"Scooter Rental, Bicycle Shop, Sightseeing Tour Agency"	"383809880"	"10:00-18:00"	"10:00-18:00"	"10:00-18:00"	"10:00-18:00"	"10:00-18:00"	"10:00-18:00"	"10:00-18:00"	100	9.767861e+00	403	50.0	20	 0	20	 90.0	MATCHED
"Yelp"	"Dyad"	"80 Rue Prince-Arthur E"	"Montréal"	"QC"	"H2X 1B3"	""	"45.5146487"	"-73.5717279"	"Automotive, Bike Rentals, Active Life, Motorcycle Dealers, Scooter Rentals"	"4383809880, +14383809880"	"10:0-18:0"	"10:0-18:0"	"10:0-18:0"	"10:0-18:0"	"10:0-18:0"	"10:0-18:0"	"10:0-18:0"	  0	0.000000e+00	403	 0.0	 0	 0	 0	  0.0	
"Google"	"Little London Barber Shop"	"391 Donlands Ave"	"East York"	"ON"	"M4J"	"Canada"	"43.693667"	"-79.3425141"	"beautysvc, beautysvc, health"	"+14164293768"	"Closed"	"9:30 AM – 7:00 PM"	"9:30 AM – 8:00 PM"	"9:30 AM – 8:00 PM"	"9:30 AM – 8:00 PM"	"9:30 AM – 6:00 PM"	"10:00 AM – 5:00 PM"	100	1.904498e+01	415	50.0	15	10	20	 95.0	MATCHED
"Facebook"	"Little London Barbershop"	"391 Donlands AVe"	"Toronto"	"ON"	"M4J 3S2"	"Canada"	"43.69366"	"-79.34245"	"Barber Shop"	"164293768"	"09:30-19:00"	"09:30-19:30"	"09:30-19:30"	"09:30-19:30"	"09:30-17:30"	"10:00-16:30"	"NA-NA"	 82	2.386916e+01	415	41.0	10	 0	20	 71.0	MATCHED
"Yelp"	"Little London Barber Shop"	"391 Donlands Avenue"	"Toronto"	"ON"	"M4J 3S2"	""	"43.6937622"	"-79.3427107"	"Barbers, Beauty & Spas, Hair Salons"	"4164293768, +14164293768"	"10:0-19:30"	"9:30-19:30"	"9:30-19:30"	"9:30-19:30"	"9:30-19:30"	"9:30-17:30"	"10:0-19:30"	  0	0.000000e+00	415	 0.0	 0	 0	 0	  0.0	
"Google"	"Izba"	"648 The Queensway"	"Etobicoke"	"ON"	"M8Y"	"Canada"	"43.6276087"	"-79.4975775"	"restaurants"	"+14162517177"	"11:00 AM – 11:00 PM"	"11:00 AM – 11:00 PM"	"11:00 AM – 11:00 PM"	"11:00 AM – 11:00 PM"	"11:00 AM – 11:00 PM"	"11:00 AM – 11:00 PM"	"11:00 AM – 11:00 PM"	 42	2.373714e+00	425	21.0	20	10	20	 71.0	MATCHED
"Facebook"	"Izba Restaurant"	"648 The Queensway"	"Toronto"	"ON"	"M8Y1K7"	"Canada"	"43.6277"	"-79.4976499"	"Polish Restaurant, Event Planner, Caterer"	"162517177"	"12:00-23:00"	"12:00-23:00"	"12:00-23:00"	"12:00-23:00"	"12:00-23:00"	"12:00-23:00"	"12:00-23:00"	100	1.132920e+01	425	50.0	15	 0	20	 85.0	MATCHED
"Yelp"	"Izba Restaurant"	"648 The Queensway"	"Etobicoke"	"ON"	"M8Y 1K7"	""	"43.6276238"	"-79.4975567"	"Polish, Mediterranean, Restaurants, Ukrainian, Modern European, Hungarian"	"4162517177, +14162517177"	"11:0-23:0"	"11:0-23:0"	"11:0-23:0"	"11:0-23:0"	"11:0-23:0"	"11:0-23:0"	"11:0-23:0"	  0	0.000000e+00	425	 0.0	 0	 0	 0	  0.0	
"Google"	"Pure + Simple King West"	"725 King St W"	"Toronto"	"ON"	"M5V"	"Canada"	"43.6433622"	"-79.4045494"	"beautysvc, beautysvc, beautysvc"	"+14163668558"	"11:00 AM – 7:00 PM"	"10:00 AM – 9:00 PM"	"10:00 AM – 9:00 PM"	"10:00 AM – 9:00 PM"	"10:00 AM – 9:00 PM"	"10:00 AM – 6:00 PM"	"10:00 AM – 6:00 PM"	 69	1.628470e+01	428	34.5	15	10	20	 79.5	MATCHED
"Facebook"	"Pure + simple King West"	"725 King Street West"	"Toronto"	"ON"	"M5V2W9"	"Canada"	"43.64326"	"-79.40468"	"Cosmetics Store, Skin Care Service, Health Spa"	"163668558"	"11:00-19:00"	"10:00-21:00"	"10:00-21:00"	"10:00-21:00"	"10:00-21:00"	"10:00-18:00"	"10:00-18:00"	 69	5.111671e+00	428	34.5	20	 0	20	 74.5	MATCHED
"Yelp"	"Pure + Simple"	"725 King Street W"	"Toronto"	"ON"	"M5V 2W9"	""	"43.6432914"	"-79.4047263"	"Day Spas, Beauty & Spas, Cosmetics & Beauty Supply, Skin Care, Shopping, Hair Removal"	"4163668558, +14163668558"	"11:0-19:0"	"10:0-21:0"	"10:0-21:0"	"10:0-21:0"	"10:0-21:0"	"10:0-18:0"	"11:0-19:0"	  0	0.000000e+00	428	 0.0	 0	 0	 0	  0.0	
"Google"	"Danish Pastry Shop"	"1017 Pape Ave"	"East York"	"ON"	"M4K"	"Canada"	"43.688265"	"-79.348164"	"food, shopping"	"+14164258877"	"9:00 AM – 6:00 PM"	"9:00 AM – 6:00 PM"	"9:00 AM – 6:00 PM"	"9:00 AM – 6:00 PM"	"9:00 AM – 7:00 PM"	"9:00 AM – 5:30 PM"	"9:00 AM – 5:00 PM"	100	5.076136e+00	435	50.0	20	10	20	100.0	MATCHED
"Facebook"	"Hansen's Danish Pastry Shop"	"1017 Pape Ave."	"Toronto"	"ON"	"M4K 3V8"	"Canada"	"43.68827"	"-79.34799"	"Bakery, Grocery Store, Restaurant"	"164258877"	"09:00-18:00"	"09:00-18:00"	"09:00-18:00"	"09:00-18:00"	"09:00-19:00"	"09:00-17:30"	"09:00-17:00"	 80	1.895135e+01	435	40.0	15	 0	20	 75.0	MATCHED
"Yelp"	"Danish Pastry Shop"	"1017 Pape Avenue"	"East York"	"ON"	"M4K 3V8"	""	"43.6882757"	"-79.3482253"	"Bakeries, Food"	"4164258877, +14164258877"	"9:0-18:0"	"9:0-18:0"	"9:0-18:0"	"9:0-18:0"	"9:0-19:0"	"9:0-17:30"	"9:0-18:0"	  0	0.000000e+00	435	 0.0	 0	 0	 0	  0.0	
"Google"	"Boom Breakfast & Co"	"174 Eglinton Ave W"	"Toronto"	"ON"	"M4R"	"Canada"	"43.7057989"	"-79.4035125"	"restaurants"	"+14164853447"	"7:00 AM – 4:00 PM"	"7:00 AM – 4:00 PM"	"7:00 AM – 4:00 PM"	"7:00 AM – 4:00 PM"	"7:00 AM – 4:00 PM"	"7:00 AM – 4:00 PM"	"7:00 AM – 4:00 PM"	100	1.892953e+00	436	50.0	20	10	20	100.0	MATCHED
"Facebook"	"Boom Breakfast"	"174 Eglinton Ave West"	"Toronto"	"ON"	"M4R 1A7"	"Canada"	"43.705922465025"	"-79.403589814687"	"Diner, Breakfast & Brunch Restaurant, Coffee Shop"		"07:00-16:00"	"07:00-16:00"	"07:00-16:00"	"07:00-16:00"	"07:00-16:00"	"07:00-16:00"	"07:00-16:00"	 90	1.575036e+01	436	45.0	15	 0	20	 80.0	MATCHED
"Yelp"	"Boom Breakfast & Co"	"174 Eglinton Avenue W"	"Toronto"	"ON"	"M4R 1A7"	""	"43.7057877"	"-79.4035302"	"Restaurants, Breakfast & Brunch"	"4164853447, +14164853447"	"7:0-16:0"	"7:0-16:0"	"7:0-16:0"	"7:0-16:0"	"7:0-16:0"	"7:0-16:0"	"7:0-16:0"	  0	0.000000e+00	436	 0.0	 0	 0	 0	  0.0	
"Google"	"Bevo Bar + Pizzeria"	"410 Rue Saint Vincent"	"Montréal"	"QC"	"H2Y"	"Canada"	"45.5070202"	"-73.5532857"	"nightlife, restaurants"	"+15148615039"	"4:00 PM – 12:00 AM"	"4:00 PM – 12:00 AM"	"4:00 PM – 12:00 AM"	"4:00 PM – 12:00 AM"	"4:00 PM – 2:00 AM"	"4:00 PM – 2:00 AM"	"4:00 PM – 12:00 AM"	100	3.072190e+01	438	50.0	 5	10	20	 85.0	MATCHED
"Facebook"	"BEVO Bar + Pizzeria"	"410, rue Saint-Vincent"	"Montreal"	"QC"	"H2Y 3A5"	"Canada"	"45.50696"	"-73.55324"	"Italian Restaurant, Pizza Place, Pub"	"148615039"	"16:00-00:00"	"16:00-00:00"	"16:00-00:00"	"16:00-00:00"	"16:00-02:00"	"16:00-02:00"	"16:00-00:00"	100	3.805677e+01	438	50.0	 5	 0	20	 75.0	MATCHED
"Yelp"	"BEVO Bar + Pizzeria"	"410 Rue Saint Vincent"	"Montréal"	"QC"	"H2Y 3A6"	""	"45.5072165"	"-73.5535625"	"Nightlife, Restaurants, Pizza, Italian, Bars"	"5148615039, +15148615039"	"16:0-23:0"	"16:0-23:0"	"16:0-23:0"	"16:0-2:0"	"16:0-2:0"	"12:0-2:0"	"16:0-23:0"	  0	0.000000e+00	438	 0.0	 0	 0	 0	  0.0	
"Google"	"Ritz Restaurant"	"310 Donlands Ave"	"East York"	"ON"	"M4J"	"Canada"	"43.691871"	"-79.342182"	"restaurants"	"+14164214696"	"Closed"	"8:30 AM – 4:00 PM"	"8:30 AM – 4:00 PM"	"8:30 AM – 4:00 PM"	"8:30 AM – 4:00 PM"	"8:30 AM – 4:00 PM"	"9:00 AM – 2:00 PM"	100	0.000000e+00	439	50.0	20	10	20	100.0	MATCHED
"Facebook"	"Ritz Restaurant"	"310 Donlands Ave"	"Toronto"	"ON"	"M4J3R9"	"Canada"	"43.69187"	"-79.34219"	"Diner, Breakfast & Brunch Restaurant, Filipino Restaurant"	"1(4164214696"	"08:30-14:30"	"08:30-17:30"	"08:30-17:30"	"08:30-17:30"	"08:30-17:30"	"08:30-16:30"	"09:00-14:30"	100	6.534813e-01	439	50.0	20	 0	20	 90.0	MATCHED
"Yelp"	"Ritz Restaurant"	"310 Donlands Avenue"	"East York"	"ON"	"M4J 3R9"	""	"43.691871"	"-79.342182"	"Restaurants, Filipino"	"4164214696, +14164214696"	"8:30-14:30"	"8:30-17:30"	"8:30-17:30"	"8:30-17:30"	"8:30-17:30"	"8:30-16:30"	"8:30-14:30"	  0	0.000000e+00	439	 0.0	 0	 0	 0	  0.0	
"Google"	"Le Colonel Moutarde"	"4418 Rue Saint-Denis"	"Montréal"	"QC"	"H2J"	"Canada"	"45.5233137"	"-73.5818495"	"restaurants, nightlife"	"+14383854418"	"4:00 PM – 2:00 AM"	"4:00 PM – 2:00 AM"	"4:00 PM – 2:00 AM"	"4:00 PM – 2:00 AM"	"4:00 PM – 2:00 AM"	"4:00 PM – 2:00 AM"	"4:00 PM – 2:00 AM"	100	9.922383e-10	447	50.0	20	10	20	100.0	MATCHED
"Facebook"	"Le Colonel Moutarde"	"4418 St-Denis"	"Montreal"	"QC"	"H2J 2L1"	"Canada"	"45.5232"	"-73.58195"	"Restaurant, Arts & Entertainment"	"383854418(Nousneprenonspaslesréservations"	"16:00-02:00"	"16:00-02:00"	"16:00-02:00"	"16:00-02:00"	"16:00-02:00"	"16:00-02:00"	"16:00-02:00"	100	1.488753e+01	447	50.0	15	 0	20	 85.0	MATCHED
"Yelp"	"Le Colonel Moutarde"	"4418 Rue Saint-Denis"	"Montréal"	"QC"	"H2J 2L1"	""	"45.5233137"	"-73.5818495"	"Canadian (New), Restaurants"	"4383854418, +14383854418"	"16:0-2:0"	"16:0-2:0"	"16:0-2:0"	"16:0-2:0"	"16:0-2:0"	"16:0-2:0"	"16:0-2:0"	  0	0.000000e+00	447	 0.0	 0	 0	 0	  0.0	
